City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
455,rabo de peixe,PT,68.27,broken clouds,37.8,-25.5833,
456,itaueira,BR,71.82,broken clouds,-7.6033,-43.0256,
457,iracoubo,GF,76.98,overcast clouds,5.4802,-53.2011,
458,erzin,TR,72.09,broken clouds,36.9559,36.2,
460,ambilobe,MG,68.79,clear sky,-13.2,49.05,
461,kralendijk,BQ,82.38,broken clouds,12.15,-68.2667,
462,kouroussa,GN,73.71,broken clouds,10.65,-9.8833,
463,arys,KZ,89.13,clear sky,42.4252,68.795,
464,vanimo,PG,83.23,overcast clouds,-2.6741,141.3028,
465,vila velha,BR,66.94,clear sky,-20.3297,-40.2925,
466,correntina,BR,62.04,clear sky,-13.3433,-44.6367,
467,paita,PE,64.83,overcast clouds,-5.0892,-81.1144,
468,litovko,RU,73.33,scattered clouds,49.2361,135.1742,
469,makakilo city,US,82.72,clear sky,21.3469,-158.0858,
472,port blair,IN,82.44,mist,11.6667,92.75,
473,tautira,PF,79.34,clear sky,-17.7333,-149.15,
474,ipixuna,BR,72.73,overcast clouds,-1.7625,-48.8043,
477,hami,CN,83.05,clear sky,42.8,93.45,
478,saint-pierre,RE,67.91,clear sky,-21.3393,55.4781,
479,verkhoyansk,RU,76.21,overcast clouds,67.5447,133.385,
480,new ulm,US,62.92,clear sky,44.3125,-94.4605,
481,acapulco,MX,82.22,broken clouds,16.8634,-99.8901,
482,half moon bay,US,68.79,scattered clouds,37.4636,-122.4286,
483,lazaro cardenas,MX,77.43,scattered clouds,17.9583,-102.2,
484,male,MV,84.15,broken clouds,4.1748,73.5089,
485,camopi,GF,71.78,overcast clouds,3.1655,-52.3158,
487,saint-georges,GD,79.16,few clouds,12.0564,-61.7485,
488,port shepstone,ZA,61.39,clear sky,-30.7414,30.455,
491,boende,CD,67.95,broken clouds,-0.2167,20.8667,
492,edd,ER,87.1,overcast clouds,13.9297,41.6925,
493,katsuura,JP,66.22,light rain,35.1333,140.3,
494,buchanan,LR,76.93,overcast clouds,5.8808,-10.0467,
495,tiarei,PF,77.02,few clouds,-17.5333,-149.3333,
496,tucumcari,US,76.84,thunderstorm,35.1717,-103.725,
499,oriximina,BR,74.46,overcast clouds,-1.7656,-55.8661,
500,bereda,ES,63.41,overcast clouds,43.2686,-7.5406,
504,lufilufi,WS,80.38,few clouds,-13.8745,-171.5986,
505,itoman,JP,77.4,broken clouds,26.1247,127.6694,
506,ohara,JP,66.06,light rain,35.25,140.3833,
507,sokolo,ML,83.39,light rain,14.7328,-6.1219,
508,middletown,US,70.9,overcast clouds,39.5151,-84.3983,
509,bitung,ID,88.65,broken clouds,1.4451,125.1824,
510,ternate,ID,83.52,broken clouds,0.8,127.4,
512,souillac,MU,68.38,scattered clouds,-20.5167,57.5167,
513,ngaoundere,CM,62.22,broken clouds,7.3167,13.5833,
516,noshiro,JP,68.83,broken clouds,40.2039,140.0242,
519,porto novo,BJ,76.66,light rain,6.4965,2.6036,
520,yarensk,RU,60.84,overcast clouds,62.1675,49.0916,
521,bowen,AU,72.84,overcast clouds,-20.0167,148.2333,
523,thinadhoo,MV,82.56,overcast clouds,0.5333,72.9333,
524,samana,DO,77.04,overcast clouds,19.2056,-69.3369,
525,laguna,US,82.76,clear sky,38.421,-121.4238,
526,ambanja,MG,67.93,clear sky,-13.6833,48.45,
528,nisia floresta,BR,77.38,overcast clouds,-6.0911,-35.2086,
529,westport,US,68.09,overcast clouds,41.1415,-73.3579,
530,samarai,PG,83.77,overcast clouds,-10.6167,150.6667,
532,jinchang,CN,77.83,broken clouds,38.4953,102.1739,
533,hollins,US,70.45,broken clouds,37.3413,-79.9431,
534,urumqi,CN,77.95,clear sky,43.801,87.6005,
535,morehead,US,73.15,clear sky,37.2711,-87.1764,
537,misratah,LY,75.24,scattered clouds,32.3754,15.0925,
538,road town,VG,80.69,few clouds,18.4167,-64.6167,
541,adrar,MR,86.07,clear sky,20.5022,-10.0711,
542,savannakhet,LA,84.22,broken clouds,16.566,104.751,
543,bingol,TR,68.54,clear sky,38.8847,40.4939,
544,ko samui,TH,91.31,few clouds,9.5357,99.9357,
545,nautla,MX,81.23,scattered clouds,20.2167,-96.7833,
546,jiayuguan,CN,72.93,scattered clouds,39.8167,98.3,
547,grenville,GD,79.92,scattered clouds,12.1167,-61.6167,
550,itarema,BR,74.26,broken clouds,-2.9248,-39.9167,
