City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
236,znamenka,RU,2022-06-08 03:32:41,52.4167,41.4311,56.8,71,0,7.99,clear sky,0.0,0
237,biryukove,UA,2022-06-08 03:32:41,47.9563,39.7384,63.68,70,4,6.87,clear sky,0.0,0
238,krasnoselkup,RU,2022-06-08 03:32:43,65.7,82.4667,55.08,43,49,7.58,scattered clouds,0.0,0
239,chiredzi,ZW,2022-06-08 03:32:45,-21.05,31.6667,50.25,88,3,3.2,clear sky,0.0,0
240,brae,GB,2022-06-08 03:32:48,60.3964,-1.353,47.82,78,75,16.91,broken clouds,0.0,0
241,vao,NC,2022-06-08 03:32:50,-22.6667,167.4833,76.24,68,93,14.05,overcast clouds,0.0,0
242,valparaiso,CL,2022-06-08 03:32:51,-33.0393,-71.6273,54.48,84,20,3.44,few clouds,0.0,0
243,hokitika,NZ,2022-06-08 03:32:51,-42.7167,170.9667,54.1,87,100,14.03,overcast clouds,0.0,0
244,tura,IN,2022-06-08 03:32:52,25.5198,90.2201,81.05,83,97,6.87,light rain,0.0,0
245,boyolangu,ID,2022-06-08 03:32:52,-8.1181,111.8935,86.7,66,52,3.76,broken clouds,0.0,0
246,nishihara,JP,2022-06-08 03:32:53,26.1842,127.7558,76.68,86,100,5.75,mist,0.0,0
247,havelock,US,2022-06-08 03:32:55,34.8791,-76.9013,78.75,93,0,4.61,clear sky,0.0,0
248,villa union,MX,2022-06-08 03:32:57,23.2,-106.2333,76.96,83,40,5.75,scattered clouds,0.0,0
249,puerto del rosario,ES,2022-06-08 03:32:58,28.5004,-13.8627,67.75,83,75,13.8,broken clouds,0.0,0
250,cairns,AU,2022-06-08 03:32:59,-16.9167,145.7667,85.06,74,100,12.66,overcast clouds,0.0,0
251,galveston,US,2022-06-08 03:29:57,29.3669,-94.9669,83.05,84,3,3.0,clear sky,0.0,0
252,moose factory,CA,2022-06-08 03:33:01,51.2585,-80.6094,55.4,94,100,8.05,overcast clouds,0.0,0
253,volksrust,ZA,2022-06-08 03:33:03,-27.3654,29.8818,40.68,62,0,0.58,clear sky,0.0,0
254,ulladulla,AU,2022-06-08 03:33:05,-35.35,150.4667,54.77,36,23,12.55,few clouds,0.0,0
255,alofi,NU,2022-06-08 03:33:07,-19.0595,-169.9187,78.69,65,40,10.36,scattered clouds,0.0,0
256,lima,PE,2022-06-08 03:30:49,-12.0432,-77.0282,62.91,83,75,6.91,broken clouds,0.0,0
257,saint anthony,US,2022-06-08 03:33:10,45.0205,-93.218,62.49,69,20,0.0,few clouds,0.0,0
258,meulaboh,ID,2022-06-08 03:33:12,4.1363,96.1285,83.26,64,100,1.57,overcast clouds,0.0,0
259,fussen,DE,2022-06-08 03:33:14,47.8739,12.1695,55.81,95,83,2.62,broken clouds,0.0,0
260,sembe,CG,2022-06-08 03:33:16,1.6481,14.5806,70.29,95,100,3.2,light rain,0.0,0
261,menongue,AO,2022-06-08 03:33:17,-14.6585,17.691,44.51,67,1,5.03,clear sky,0.0,0
262,maceio,BR,2022-06-08 03:32:40,-9.6658,-35.7353,74.64,88,100,3.44,fog,0.0,0
263,mae sot,TH,2022-06-08 03:33:18,16.7167,98.5667,78.75,89,100,8.05,overcast clouds,0.0,0
264,castro,BR,2022-06-08 03:33:20,-24.7911,-50.0119,56.66,94,80,0.81,broken clouds,0.0,0
265,redlands,US,2022-06-08 03:29:10,34.0556,-117.1825,85.19,54,0,11.5,clear sky,0.0,0
266,hofu,JP,2022-06-08 03:33:21,34.05,131.5667,71.51,61,13,5.66,few clouds,0.0,0
267,marsa matruh,EG,2022-06-08 03:33:21,31.3525,27.2453,73.31,69,0,8.23,clear sky,0.0,0
268,vilcun,CL,2022-06-08 03:33:22,-38.65,-72.2333,41.74,98,50,2.44,scattered clouds,0.0,0
269,chicama,PE,2022-06-08 03:33:22,-7.8447,-79.1469,61.34,83,21,3.33,few clouds,0.0,0
270,san patricio,US,2022-06-08 03:33:23,28.017,-97.5169,82.29,83,7,14.0,clear sky,0.0,0
271,cabedelo,BR,2022-06-08 03:33:23,-6.9811,-34.8339,72.27,80,37,6.17,scattered clouds,0.0,0
272,inyonga,TZ,2022-06-08 03:33:23,-6.7167,32.0667,54.95,88,4,4.83,clear sky,0.0,0
273,nobeoka,JP,2022-06-08 03:33:24,32.5833,131.6667,71.96,73,40,7.11,scattered clouds,0.0,0
274,maldonado,UY,2022-06-08 03:31:48,-34.6667,-54.9167,48.22,92,63,4.09,broken clouds,0.0,0
275,general pico,AR,2022-06-08 03:30:06,-35.6566,-63.7568,48.96,68,0,2.93,clear sky,0.0,0
276,daoukro,CI,2022-06-08 03:33:24,7.0591,-3.9631,69.6,97,35,2.39,scattered clouds,0.0,0
277,neiafu,TO,2022-06-08 03:33:25,-18.65,-173.9833,79.48,57,20,9.22,few clouds,0.0,0
278,mogoytuy,RU,2022-06-08 03:33:25,51.2833,114.9167,73.26,33,3,6.35,clear sky,0.0,0
279,chapais,CA,2022-06-08 03:32:46,49.7834,-74.8492,56.98,97,100,13.33,overcast clouds,0.0,0
280,nikolskoye,RU,2022-06-08 03:33:25,59.7035,30.7861,51.69,55,92,6.29,overcast clouds,0.0,0
281,kotka,FI,2022-06-08 03:33:26,60.4664,26.9458,54.66,80,100,11.34,overcast clouds,0.0,0
282,labuhan,ID,2022-06-08 03:33:26,-6.8844,112.2051,86.61,67,45,10.89,scattered clouds,0.0,0
283,leningradskiy,RU,2022-06-08 03:33:27,69.3833,178.4167,37.24,71,7,15.21,clear sky,0.0,0
284,kamachumu,TZ,2022-06-08 03:33:28,-1.6186,31.62,58.98,83,60,7.85,broken clouds,0.0,0
285,fairbanks,US,2022-06-08 03:30:03,64.8378,-147.7164,71.6,31,0,14.97,clear sky,0.0,0
286,jacmel,HT,2022-06-08 03:33:29,18.2342,-72.5347,82.24,79,83,1.21,broken clouds,0.0,0
287,liaocheng,CN,2022-06-08 03:33:29,36.4439,115.9647,90.68,24,0,9.75,clear sky,0.0,0
288,catuday,PH,2022-06-08 03:33:29,16.2923,119.8062,84.24,68,33,8.66,scattered clouds,0.0,0
289,terre haute,US,2022-06-08 03:30:01,39.4667,-87.4139,70.07,71,0,6.91,clear sky,0.0,0
290,launceston,AU,2022-06-08 03:31:41,-41.45,147.1667,46.8,72,75,10.36,broken clouds,0.0,0
291,saint-augustin,CA,2022-06-08 03:33:30,51.226,-58.6502,48.34,43,42,5.75,scattered clouds,0.0,0
292,port macquarie,AU,2022-06-08 03:28:37,-31.4333,152.9167,63.9,38,0,10.38,clear sky,0.0,0
293,denpasar,ID,2022-06-08 03:30:00,-8.65,115.2167,85.66,74,20,8.05,few clouds,0.0,0
294,dabat,ET,2022-06-08 03:33:30,12.9842,37.765,60.21,59,21,3.31,few clouds,0.0,0
295,manavalakurichi,IN,2022-06-08 03:33:30,8.1333,77.3,83.46,72,73,15.39,broken clouds,0.0,0
296,dingle,PH,2022-06-08 03:33:31,10.9995,122.6711,89.6,58,26,3.62,scattered clouds,0.0,0
297,monte alegre,BR,2022-06-08 03:33:31,-2.0078,-54.0692,73.04,95,91,3.15,overcast clouds,0.0,0
298,mindelo,CV,2022-06-08 03:33:32,16.8901,-24.9804,72.95,78,20,18.41,few clouds,0.0,0
299,camacha,PT,2022-06-08 03:33:32,33.0833,-16.3333,63.82,82,40,13.8,scattered clouds,0.0,0
300,kohlu,PK,2022-06-08 03:33:32,29.8962,69.252,91.15,8,0,6.35,clear sky,0.0,0
301,alugan,PH,2022-06-08 03:33:33,12.2188,125.4808,85.71,68,48,9.37,scattered clouds,0.0,0
302,lorengau,PG,2022-06-08 03:33:33,-2.0226,147.2712,83.98,72,25,6.71,scattered clouds,0.0,0
303,altamont,US,2022-06-08 03:33:33,42.2068,-121.7372,67.77,38,100,9.22,overcast clouds,0.0,0
304,romny,UA,2022-06-08 03:33:34,50.751,33.4747,66.04,63,100,3.4,overcast clouds,0.0,0
305,xinyang,CN,2022-06-08 03:33:34,32.1228,114.0656,91.62,37,90,7.83,overcast clouds,0.0,0
306,bilma,NE,2022-06-08 03:33:35,18.6853,12.9164,82.67,17,4,9.86,clear sky,0.0,0
307,aleksandrovskoye,RU,2022-06-08 03:33:35,44.7142,43.0008,67.86,74,66,7.47,broken clouds,0.0,0
308,nanzhang,CN,2022-06-08 03:33:36,31.7765,111.8386,91.24,37,100,2.04,overcast clouds,0.0,0
309,bilibino,RU,2022-06-08 03:33:36,68.0546,166.4372,56.1,48,72,18.34,broken clouds,0.0,0
310,leh,IN,2022-06-08 03:33:38,34.1667,77.5833,53.08,50,86,4.43,overcast clouds,0.0,0
311,noumea,NC,2022-06-08 03:33:38,-22.2763,166.4572,82.38,99,99,7.29,overcast clouds,0.0,0
312,mayumba,GA,2022-06-08 03:33:38,-3.432,10.6554,72.86,94,100,2.53,overcast clouds,0.0,0
313,los llanos de aridane,ES,2022-06-08 03:33:39,28.6585,-17.9182,66.13,78,0,13.8,clear sky,0.0,0
314,talakan,RU,2022-06-08 03:33:39,50.3167,130.3667,80.38,38,19,6.67,few clouds,0.0,0
315,saint-michel-des-saints,CA,2022-06-08 03:33:40,46.6834,-73.9159,58.93,99,100,7.65,overcast clouds,0.0,0
316,zyryanka,RU,2022-06-08 03:33:40,65.75,150.85,50.52,39,100,10.8,overcast clouds,0.0,0
317,perth,AU,2022-06-08 03:33:40,-31.9333,115.8333,64.09,48,0,21.85,clear sky,0.0,0
318,ranong,TH,2022-06-08 03:33:41,9.9658,98.6348,85.93,70,100,5.59,overcast clouds,0.0,0
319,nanortalik,GL,2022-06-08 03:33:41,60.1432,-45.2371,38.57,89,100,3.13,overcast clouds,0.0,0
320,escarcega,MX,2022-06-08 03:33:42,18.6089,-90.7454,74.53,98,100,2.28,overcast clouds,0.0,0
321,sao gotardo,BR,2022-06-08 03:33:42,-19.3111,-46.0489,57.38,57,9,3.31,clear sky,0.0,0
322,tefe,BR,2022-06-08 03:33:42,-3.3542,-64.7114,73.29,91,93,2.21,light rain,0.0,0
323,villa carlos paz,AR,2022-06-08 03:33:43,-31.4241,-64.4978,54.39,41,100,8.01,overcast clouds,0.0,0
324,lompoc,US,2022-06-08 03:32:25,34.6391,-120.4579,62.56,80,0,30.0,clear sky,0.0,0
325,xuddur,SO,2022-06-08 03:33:43,4.1213,43.8894,70.07,85,43,14.85,scattered clouds,0.0,0
326,yar-sale,RU,2022-06-08 03:33:43,66.8333,70.8333,55.2,40,6,8.32,clear sky,0.0,0
327,calama,CL,2022-06-08 03:33:10,-22.4667,-68.9333,43.29,36,0,12.66,clear sky,0.0,0
328,requena,ES,2022-06-08 03:33:44,39.4883,-1.1004,61.79,70,100,2.91,overcast clouds,0.0,0
329,fort nelson,CA,2022-06-08 03:30:09,58.8053,-122.7002,63.99,59,75,3.44,broken clouds,0.0,0
330,canutama,BR,2022-06-08 03:33:44,-6.5339,-64.3831,73.13,91,62,2.01,broken clouds,0.0,0
331,lagoa,PT,2022-06-08 03:33:45,39.05,-27.9833,64.06,92,71,17.45,broken clouds,0.0,0
332,college,US,2022-06-08 03:33:46,64.8569,-147.8028,71.58,31,20,14.97,few clouds,0.0,0
333,san cristobal,VE,2022-06-08 03:33:46,7.7669,-72.225,69.98,98,58,1.97,broken clouds,0.0,0
334,reconquista,AR,2022-06-08 03:33:47,-29.15,-59.65,53.29,93,3,3.67,clear sky,0.0,0
335,lagdo,CM,2022-06-08 03:33:49,9.05,13.7333,76.73,70,56,4.41,broken clouds,0.0,0
336,baykit,RU,2022-06-08 03:33:52,61.67,96.37,58.05,44,49,5.35,scattered clouds,0.0,0
337,alyangula,AU,2022-06-08 03:33:54,-13.8483,136.4192,79.3,58,78,19.44,broken clouds,0.0,0
338,revelstoke,CA,2022-06-08 03:33:56,50.9832,-118.2023,71.62,35,0,8.05,clear sky,0.0,0
339,kulhudhuffushi,MV,2022-06-08 03:33:57,6.6221,73.07,81.97,73,95,10.63,overcast clouds,0.0,0
340,iquitos,PE,2022-06-08 03:33:58,-3.7481,-73.2472,73.44,100,75,0.0,broken clouds,0.0,0
341,serafimovich,RU,2022-06-08 03:34:01,49.5786,42.736,56.62,61,0,4.97,clear sky,0.0,0
342,axim,GH,2022-06-08 03:34:01,4.8699,-2.2405,78.03,78,96,5.86,overcast clouds,0.0,0
343,mocuba,MZ,2022-06-08 03:34:01,-16.8392,36.9856,63.36,94,100,4.54,overcast clouds,0.0,0
344,torbay,CA,2022-06-08 03:34:02,47.6666,-52.7314,38.28,77,20,12.66,few clouds,0.0,0
345,caravelas,BR,2022-06-08 03:34:02,-17.7125,-39.2481,68.88,93,95,4.36,overcast clouds,0.0,0
346,tommot,RU,2022-06-08 03:34:02,58.9564,126.2925,79.3,34,11,6.26,few clouds,0.0,0
347,farau,RO,2022-06-08 03:34:02,46.3333,24.0167,53.78,81,10,2.35,clear sky,0.0,0
348,tezu,IN,2022-06-08 03:34:03,27.9167,96.1667,75.65,98,100,0.69,moderate rain,0.0,0
349,kavieng,PG,2022-06-08 03:34:03,-2.5744,150.7967,83.39,70,36,9.35,light rain,0.0,0
350,ulu-telyak,RU,2022-06-08 03:34:03,54.9086,56.9669,47.75,98,100,16.26,light rain,0.0,0
351,teya,RU,2022-06-08 03:34:03,60.3778,92.6267,52.41,57,100,7.16,overcast clouds,0.0,0
352,urengoy,RU,2022-06-08 03:34:04,65.9667,78.3667,54.86,40,1,10.45,clear sky,0.0,0
353,anadyr,RU,2022-06-08 03:34:04,64.75,177.4833,45.1,65,0,15.66,clear sky,0.0,0
354,vigrestad,NO,2022-06-08 03:34:04,58.5667,5.7,53.58,93,89,4.92,overcast clouds,0.0,0
355,ife,NG,2022-06-08 03:34:04,7.4667,4.5667,72.46,93,100,1.61,overcast clouds,0.0,0
356,salinopolis,BR,2022-06-08 03:34:05,-0.6136,-47.3561,76.14,88,100,5.3,overcast clouds,0.0,0
357,aleppo,SY,2022-06-08 03:34:05,36.25,37.5,70.16,76,0,13.87,clear sky,0.0,0
358,newport,GB,2022-06-08 03:34:05,51.5877,-2.9984,58.24,90,83,14.38,broken clouds,0.0,0
359,sola,VU,2022-06-08 03:34:05,-13.8833,167.55,84.87,70,71,3.44,broken clouds,0.0,0
360,atar,MR,2022-06-08 03:34:06,20.5169,-13.0499,87.53,23,60,5.68,broken clouds,0.0,0
361,hay river,CA,2022-06-08 03:30:59,60.8156,-115.7999,62.58,39,20,9.22,few clouds,0.0,0
362,aketi,CD,2022-06-08 03:34:06,2.7388,23.7833,71.92,81,92,1.03,overcast clouds,0.0,0
363,kitimat,CA,2022-06-08 03:34:06,54.0524,-128.6534,71.98,62,100,0.6,overcast clouds,0.0,0
364,garowe,SO,2022-06-08 03:34:06,8.4054,48.4845,78.87,57,96,24.4,overcast clouds,0.0,0
365,prieska,ZA,2022-06-08 03:34:07,-29.6641,22.7474,49.68,53,0,3.0,clear sky,0.0,0
366,diourbel,SN,2022-06-08 03:34:07,14.6628,-16.3925,78.78,83,0,0.0,clear sky,0.0,0
367,marquette,US,2022-06-08 03:34:07,46.5333,-87.6335,52.77,84,94,3.8,overcast clouds,0.0,0
368,srandakan,ID,2022-06-08 03:34:07,-7.9386,110.2506,88.5,60,31,3.06,scattered clouds,0.0,0
369,asau,RO,2022-06-08 03:34:08,46.4333,26.4,56.95,84,76,1.39,broken clouds,0.0,0
370,kruisfontein,ZA,2022-06-08 03:34:08,-34.0033,24.7314,59.52,40,0,10.85,clear sky,0.0,0
371,vila franca do campo,PT,2022-06-08 03:34:08,37.7167,-25.4333,69.19,95,67,6.53,broken clouds,0.0,0
372,champerico,GT,2022-06-08 03:34:08,14.3,-91.9167,79.41,79,100,2.84,overcast clouds,0.0,0
373,imeni poliny osipenko,RU,2022-06-08 03:34:09,52.4201,136.4853,69.89,42,94,9.78,overcast clouds,0.0,0
374,sao jose da coroa grande,BR,2022-06-08 03:34:09,-8.8978,-35.1478,74.07,86,16,2.66,few clouds,0.0,0
375,salalah,OM,2022-06-08 03:34:09,17.0151,54.0924,84.29,74,75,3.44,broken clouds,0.0,0
376,tutoia,BR,2022-06-08 03:34:09,-2.7619,-42.2744,75.78,86,87,5.23,overcast clouds,0.0,0
377,pitimbu,BR,2022-06-08 03:34:10,-7.4706,-34.8086,72.19,78,24,3.91,few clouds,0.0,0
378,villa del rosario,CO,2022-06-08 03:34:10,7.8339,-72.4742,75.58,83,75,5.75,broken clouds,0.0,0
379,koeru,EE,2022-06-08 03:34:10,58.9631,26.0308,56.57,92,100,6.93,overcast clouds,0.0,0
380,surt,LY,2022-06-08 03:34:11,31.2089,16.5887,73.83,77,0,5.66,clear sky,0.0,0
381,graaff-reinet,ZA,2022-06-08 03:34:11,-32.2522,24.5308,54.59,43,0,7.87,clear sky,0.0,0
382,komsomolskiy,UZ,2022-06-08 03:34:11,40.4272,71.7189,83.12,30,16,4.61,few clouds,0.0,0
383,ambulu,ID,2022-06-08 03:34:11,-8.345,113.6058,86.72,62,79,2.24,broken clouds,0.0,0
384,novyy oskol,RU,2022-06-08 03:34:12,50.7631,37.8691,62.04,73,0,3.29,clear sky,0.0,0
385,christchurch,NZ,2022-06-08 03:31:09,-43.5333,172.6333,61.32,52,90,8.05,overcast clouds,0.0,0
386,kangaatsiaq,GL,2022-06-08 03:34:12,68.3065,-53.4641,35.33,68,45,8.3,scattered clouds,0.0,0
387,maarianhamina,AX,2022-06-08 03:34:12,60.0973,19.9348,55.26,88,0,2.3,clear sky,0.0,0
388,carutapera,BR,2022-06-08 03:34:12,-1.195,-46.02,74.39,92,97,3.36,overcast clouds,0.0,0
389,chunhuhub,MX,2022-06-08 03:34:13,19.55,-88.6833,75.97,98,97,3.69,overcast clouds,0.0,0
390,candelaria,PH,2022-06-08 03:34:13,13.9311,121.4233,87.39,66,97,3.33,overcast clouds,0.0,0
391,taguatinga,BR,2022-06-08 03:34:13,-12.3857,-46.5711,66.36,49,0,3.24,clear sky,0.0,0
392,wassenaar,NL,2022-06-08 03:34:13,52.1333,4.4,59.94,86,100,6.91,overcast clouds,0.0,0
393,juneau,US,2022-06-08 03:29:41,58.3019,-134.4197,64.4,81,75,10.36,broken clouds,0.0,0
394,boditi,ET,2022-06-08 03:34:14,6.9667,37.8667,56.44,93,95,4.29,overcast clouds,0.0,0
395,pontarlier,FR,2022-06-08 03:34:14,46.8333,6.25,47.95,84,52,3.91,broken clouds,0.0,0
396,belmonte,BR,2022-06-08 03:34:14,-15.8631,-38.8828,70.66,85,17,3.67,few clouds,0.0,0
397,araouane,ML,2022-06-08 03:34:14,18.9048,-3.5265,88.3,29,0,4.47,clear sky,0.0,0
398,stornoway,GB,2022-06-08 03:34:15,58.2093,-6.3865,51.76,89,12,5.75,few clouds,0.0,0
399,teeli,RU,2022-06-08 03:34:15,51.0333,90.2333,63.18,30,32,4.94,scattered clouds,0.0,0
400,bay roberts,CA,2022-06-08 03:34:15,47.5999,-53.2648,39.06,65,0,3.0,clear sky,0.0,0
401,pringsewu,ID,2022-06-08 03:34:15,-5.3582,104.9744,85.6,65,97,2.53,overcast clouds,0.0,0
402,kharitonovo,RU,2022-06-08 03:34:16,61.4009,47.4978,57.45,80,97,7.87,overcast clouds,0.0,0
403,alcaniz,ES,2022-06-08 03:34:16,41.05,-0.1333,69.1,59,82,1.41,broken clouds,0.0,0
404,siavonga,ZM,2022-06-08 03:34:16,-16.5382,28.7088,58.96,74,5,1.74,clear sky,0.0,0
405,arlit,NE,2022-06-08 03:34:16,18.7369,7.3853,86.32,13,48,9.64,scattered clouds,0.0,0
406,gari,RU,2022-06-08 03:34:17,59.4307,62.3497,48.0,94,100,16.55,light rain,0.0,0
407,jumla,NP,2022-06-08 03:34:17,29.2747,82.1838,72.61,36,5,6.38,clear sky,0.0,0
408,gorontalo,ID,2022-06-08 03:34:17,0.5412,123.0595,86.67,68,38,3.49,scattered clouds,0.0,0
409,springbok,ZA,2022-06-08 03:34:17,-29.6643,17.8865,52.14,45,0,8.66,clear sky,0.0,0
410,marsh harbour,BS,2022-06-08 03:34:18,26.5412,-77.0636,79.7,78,100,8.86,moderate rain,0.0,0
411,miles city,US,2022-06-08 03:33:12,46.4083,-105.8406,56.37,76,100,5.75,overcast clouds,0.0,0
412,ust-ishim,RU,2022-06-08 03:34:18,57.6935,71.1665,47.91,95,100,13.15,light rain,0.0,0
413,winneba,GH,2022-06-08 03:34:18,5.3511,-0.6231,76.87,83,80,6.26,broken clouds,0.0,0
414,aberdeen,GB,2022-06-08 03:30:01,57.1437,-2.0981,50.49,87,100,5.75,overcast clouds,0.0,0
415,morros,BR,2022-06-08 03:34:19,-9.4467,-46.3003,69.28,55,0,2.39,clear sky,0.0,0
416,smithers,CA,2022-06-08 03:34:19,54.7804,-127.1743,66.52,45,20,4.61,few clouds,0.0,0
417,ayagoz,KZ,2022-06-08 03:34:19,47.9714,80.4392,75.85,28,5,9.75,clear sky,0.0,0
418,kudahuvadhoo,MV,2022-06-08 03:34:19,2.6708,72.8944,82.31,69,100,5.19,overcast clouds,0.0,0
419,deputatskiy,RU,2022-06-08 03:34:20,69.3,139.9,55.04,28,100,13.33,overcast clouds,0.0,0
420,arman,RU,2022-06-08 03:34:20,59.7,150.1667,51.73,68,50,7.2,scattered clouds,0.0,0
421,bure,ET,2022-06-08 03:34:20,10.7,37.0667,58.55,84,27,1.39,scattered clouds,0.0,0
422,hobyo,SO,2022-06-08 03:34:20,5.3505,48.5268,80.69,67,71,19.57,broken clouds,0.0,0
423,sagarejo,GE,2022-06-08 03:34:21,41.734,45.3315,63.03,69,71,4.83,broken clouds,0.0,0
424,kashi,CN,2022-06-08 03:34:21,39.4547,75.9797,78.01,20,0,8.95,clear sky,0.0,0
425,sorland,NO,2022-06-08 03:34:21,67.667,12.6934,42.66,72,100,12.68,overcast clouds,0.0,0
426,mulki,IN,2022-06-08 03:34:21,13.1,74.8,79.88,83,75,3.44,broken clouds,0.0,0
427,carepa,CO,2022-06-08 03:34:22,7.7585,-76.6525,73.87,96,100,3.44,overcast clouds,0.0,0
428,sobolevo,RU,2022-06-08 03:34:22,54.4299,31.8996,60.78,83,69,2.26,broken clouds,0.0,0
429,mariental,NA,2022-06-08 03:34:22,-24.6333,17.9667,48.51,58,0,10.38,clear sky,0.0,0
430,wajir,KE,2022-06-08 03:34:22,1.7471,40.0573,75.16,78,0,0.0,clear sky,0.0,0
431,badiraguato,MX,2022-06-08 03:34:23,25.3667,-107.5167,77.7,62,2,1.72,clear sky,0.0,0
432,kizema,RU,2022-06-08 03:34:23,61.113,44.8302,56.28,66,83,10.42,broken clouds,0.0,0
433,kimbe,PG,2022-06-08 03:34:23,-5.5502,150.1429,83.03,78,100,3.53,moderate rain,0.0,0
434,bull savanna,JM,2022-06-08 03:34:23,17.8868,-77.5902,75.42,89,100,10.47,overcast clouds,0.0,0
435,petropavlovsk-kamchatskiy,RU,2022-06-08 03:31:14,53.0452,158.6483,48.79,66,75,11.18,broken clouds,0.0,0
436,lahaina,US,2022-06-08 03:29:58,20.8783,-156.6825,84.2,83,43,9.46,scattered clouds,0.0,0
437,magole,TZ,2022-06-08 03:34:24,-6.3667,37.3667,63.82,85,28,2.35,scattered clouds,0.0,0
438,isoka,ZM,2022-06-08 03:34:24,-10.1606,32.6335,47.39,98,16,2.86,few clouds,0.0,0
439,cordele,US,2022-06-08 03:34:24,31.9635,-83.7824,77.52,78,0,0.0,clear sky,0.0,0
440,ladario,BR,2022-06-08 03:34:24,-19.0047,-57.6017,71.6,70,76,1.95,broken clouds,0.0,0
441,kirakira,SB,2022-06-08 03:34:25,-10.4544,161.9205,83.44,74,38,7.56,scattered clouds,0.0,0
442,lavrentiya,RU,2022-06-08 03:34:25,65.5833,-171.0,45.75,55,8,3.8,clear sky,0.0,0
443,cap malheureux,MU,2022-06-08 03:34:25,-19.9842,57.6142,71.47,77,15,4.0,few clouds,0.0,0
444,pisco,PE,2022-06-08 03:34:25,-13.7,-76.2167,60.03,88,20,4.61,few clouds,0.0,0
445,caraballeda,VE,2022-06-08 03:34:26,10.6112,-66.8522,75.27,94,40,0.0,scattered clouds,0.0,0
446,aldama,MX,2022-06-08 03:34:26,22.9167,-98.0667,79.79,93,19,3.6,few clouds,0.0,0
447,tuatapere,NZ,2022-06-08 03:34:26,-46.1333,167.6833,51.21,79,91,3.09,moderate rain,0.0,0
448,vredendal,ZA,2022-06-08 03:34:26,-31.6683,18.5012,64.4,37,0,12.84,clear sky,0.0,0
449,nagorsk,RU,2022-06-08 03:34:27,59.3172,50.8078,50.29,78,100,11.32,overcast clouds,0.0,0
450,tazovskiy,RU,2022-06-08 03:34:27,67.4667,78.7,42.57,49,0,8.7,clear sky,0.0,0
451,port hedland,AU,2022-06-08 03:34:27,-20.3167,118.5667,78.85,36,52,12.66,broken clouds,0.0,0
452,bexhill,AU,2022-06-08 03:34:27,-28.7667,153.35,64.63,43,0,5.01,clear sky,0.0,0
453,nadym,RU,2022-06-08 03:34:28,65.5333,72.5167,64.49,37,6,14.03,clear sky,0.0,0
454,santa maria,BR,2022-06-08 03:34:28,-29.6842,-53.8069,56.5,100,40,4.61,fog,0.0,0
455,rabo de peixe,PT,2022-06-08 03:34:28,37.8,-25.5833,68.27,95,75,9.22,broken clouds,0.0,0
456,itaueira,BR,2022-06-08 03:34:29,-7.6033,-43.0256,71.82,58,82,3.96,broken clouds,0.0,0
457,iracoubo,GF,2022-06-08 03:34:29,5.4802,-53.2011,76.98,88,100,12.19,overcast clouds,0.0,0
458,erzin,TR,2022-06-08 03:34:29,36.9559,36.2,72.09,87,81,2.08,broken clouds,0.0,0
459,ostrovnoy,RU,2022-06-08 03:34:29,68.0531,39.5131,50.04,70,10,2.82,clear sky,0.0,0
460,ambilobe,MG,2022-06-08 03:34:29,-13.2,49.05,68.79,79,3,2.77,clear sky,0.0,0
461,kralendijk,BQ,2022-06-08 03:31:26,12.15,-68.2667,82.38,78,75,17.27,broken clouds,0.0,0
462,kouroussa,GN,2022-06-08 03:34:30,10.65,-9.8833,73.71,79,84,3.67,broken clouds,0.0,0
463,arys,KZ,2022-06-08 03:34:30,42.4252,68.795,89.13,19,0,3.42,clear sky,0.0,0
464,vanimo,PG,2022-06-08 03:34:30,-2.6741,141.3028,83.23,74,87,6.11,overcast clouds,0.0,0
465,vila velha,BR,2022-06-08 03:31:44,-20.3297,-40.2925,66.94,81,0,3.44,clear sky,0.0,0
466,correntina,BR,2022-06-08 03:34:31,-13.3433,-44.6367,62.04,58,0,0.58,clear sky,0.0,0
467,paita,PE,2022-06-08 03:34:31,-5.0892,-81.1144,64.83,82,99,9.84,overcast clouds,0.0,0
468,litovko,RU,2022-06-08 03:34:31,49.2361,135.1742,73.33,61,45,1.61,scattered clouds,0.0,0
469,makakilo city,US,2022-06-08 03:34:31,21.3469,-158.0858,82.72,54,0,14.97,clear sky,0.0,0
470,atherton,GB,2022-06-08 03:34:32,53.5237,-2.4935,57.88,96,100,4.0,overcast clouds,0.0,0
471,yanam,IN,2022-06-08 03:34:32,16.7333,82.2167,100.99,31,80,8.1,broken clouds,0.0,0
472,port blair,IN,2022-06-08 03:33:17,11.6667,92.75,82.44,83,75,6.91,mist,0.0,0
473,tautira,PF,2022-06-08 03:34:32,-17.7333,-149.15,79.34,75,6,10.83,clear sky,0.0,0
474,ipixuna,BR,2022-06-08 03:34:32,-1.7625,-48.8043,72.73,97,100,3.0,overcast clouds,0.0,0
475,ust-ilimsk,RU,2022-06-08 03:34:33,58.0006,102.6619,56.34,47,100,0.96,overcast clouds,0.0,0
476,catamarca,AR,2022-06-08 03:34:33,-28.4696,-65.7852,56.77,59,25,1.01,scattered clouds,0.0,0
